"id","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","basket_value","recency_days","cluster0","cluster1","cluster2","cluster3","cluster4","low_value_basket","medium_value_basket","high_value_basket"
5318,,,,,,,,,,,,,"Yes",5.1,67,,,"Yes",,,,"Yes",
5319,,,,,,,"Yes",,,"Yes",,,,3,27,,,,"Yes",,,"Yes",
5320,,,,,"Yes","Yes",,,,,,"Yes","Yes",12.1,10,"Yes",,,,,,,"Yes"
5322,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5323,"Yes",,"Yes",,,,,,"Yes","Yes",,,,8.8,18,"Yes",,,,,,,"Yes"
5325,,,"Yes",,"Yes",,,,,,,,,3.4,28,,,,"Yes",,,"Yes",
5327,,,,"Yes","Yes",,,,"Yes",,,,"Yes",13.5,19,"Yes",,,,,,,"Yes"
5329,,,,,"Yes",,,,,,,,,2.2,53,,,"Yes",,,"Yes",,
5330,,,"Yes",,,,,"Yes","Yes",,,,,7.6,12,"Yes",,,,,,,"Yes"
5331,,,"Yes",,,,,,,,,"Yes",,2.9,36,,,,"Yes",,,"Yes",
5332,,,,,,,,"Yes",,,,,,1.5,58,,,"Yes",,,"Yes",,
5333,,,,,,"Yes",,"Yes",,,,,"Yes",9.7,14,"Yes",,,,,,,"Yes"
5334,,,,,,,,,"Yes",,,,"Yes",10,19,"Yes",,,,,,,"Yes"
5335,,,,,,,,"Yes",,,,,,1.5,75,,,"Yes",,,"Yes",,
5336,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5338,,,,"Yes",,,,,,,,"Yes",,3,26,,,,"Yes",,,"Yes",
5339,,"Yes","Yes",,,,,,,,,,,3.3,37,,,,"Yes",,,"Yes",
5340,,,"Yes",,"Yes",,"Yes","Yes",,,,,,6.3,10,"Yes",,,,,,,"Yes"
5342,,,,,"Yes",,,,,,"Yes",,,6.3,72,,,"Yes",,,,,"Yes"
5343,,"Yes","Yes",,,,,,,,,,,3.3,37,,,,"Yes",,,"Yes",
5344,,,,,,,,,,,"Yes","Yes",,5.8,72,,,"Yes",,,,"Yes",
5346,,,,,,"Yes",,,,,,,,3.1,33,,,,"Yes",,,"Yes",
5348,,,"Yes","Yes",,,,,,,,,,2.5,57,,,"Yes",,,"Yes",,
5350,,,,,,"Yes",,,,,,,,3.1,27,,,,"Yes",,,"Yes",
5353,,,,,,"Yes",,,,,,"Yes",,4.8,40,,,,"Yes",,,"Yes",
5356,,,,,,,,,,"Yes",,,,1.6,54,,,"Yes",,,"Yes",,
5357,,,,,,"Yes",,,,,,,,3.1,41,,,,"Yes",,,"Yes",
5358,,,,,,,,,"Yes",,,"Yes",,6.6,20,"Yes",,,,,,,"Yes"
5359,,,"Yes","Yes",,,,,,,,,,2.5,72,,,"Yes",,,"Yes",,
5360,,"Yes","Yes","Yes",,,,,,"Yes",,,"Yes",11.3,7,"Yes",,,,,,,"Yes"
5362,,,,,,,,,,,,"Yes",,1.7,52,,,"Yes",,,"Yes",,
5364,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5365,,"Yes","Yes","Yes",,,"Yes",,"Yes",,,,"Yes",16,8,"Yes",,,,,,,"Yes"
5366,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5367,,,,,,,,,,,,,"Yes",5.1,72,,,"Yes",,,,"Yes",
5369,"Yes",,,,"Yes",,,,,,,"Yes",,5,27,,,,"Yes",,,"Yes",
5373,,,,,,,,,,,,"Yes",,1.7,70,,,"Yes",,,"Yes",,
5374,"Yes",,"Yes","Yes",,,,,,,,,,3.6,36,,,,"Yes",,,"Yes",
5375,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5376,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
5379,,,"Yes",,"Yes",,,,,,,,,3.4,33,,,,"Yes",,,"Yes",
5380,,,,,"Yes",,,,,,,,,2.2,73,,,"Yes",,,"Yes",,
5381,,,,,"Yes",,,,,,,,,2.2,57,,,"Yes",,,"Yes",,
5382,,,,,"Yes",,,,,,,,,2.2,56,,,"Yes",,,"Yes",,
5384,,,"Yes","Yes",,,,,,,,,,2.5,73,,,"Yes",,,"Yes",,
5385,,,"Yes",,,,,,,,,,"Yes",6.3,14,"Yes",,,,,,,"Yes"
5386,,,"Yes",,"Yes",,"Yes",,"Yes","Yes",,,,11.3,7,"Yes",,,,,,,"Yes"
5388,,,,,"Yes",,,"Yes",,,,,,3.7,35,,,,"Yes",,,"Yes",
5389,,,,,,"Yes","Yes",,,"Yes",,"Yes",,7.8,4,"Yes",,,,,,,"Yes"
5392,,"Yes",,"Yes",,"Yes",,,,,,,"Yes",11.6,13,"Yes",,,,,,,"Yes"
5394,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
5397,,,"Yes","Yes",,,,,,,"Yes",,,6.6,72,,,"Yes",,,,,"Yes"
5398,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5399,,,,,,,"Yes",,"Yes",,,,,6.3,9,"Yes",,,,,,,"Yes"
5401,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5402,,,"Yes",,,,,"Yes",,,,,,2.7,74,,,"Yes",,,"Yes",,
5403,,"Yes",,,,,"Yes",,,,,,,3.5,33,,,,"Yes",,,"Yes",
5404,,,,,"Yes",,,,,,,"Yes",,3.9,48,,,,"Yes",,,"Yes",
5406,,,,"Yes","Yes",,,"Yes","Yes",,,"Yes",,11.6,18,"Yes",,,,,,,"Yes"
5407,,,,,"Yes",,"Yes",,,,,"Yes",,5.3,61,,,"Yes",,,,"Yes",
5408,,,"Yes","Yes","Yes",,,,,,"Yes",,"Yes",13.9,72,,"Yes",,,,,,"Yes"
5409,,,,,,,,,,,,"Yes",,1.7,74,,,"Yes",,,"Yes",,
5410,,,,,"Yes",,,,,,,,,2.2,63,,,"Yes",,,"Yes",,
5411,,,,,,,,,,,,"Yes",,1.7,67,,,"Yes",,,"Yes",,
5412,,,,,,"Yes",,,,,,,,3.1,45,,,,"Yes",,,"Yes",
5413,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5414,,,"Yes","Yes",,,,,,,,,,2.5,75,,,"Yes",,,"Yes",,
5418,,"Yes","Yes","Yes",,,"Yes","Yes",,"Yes",,,,9.1,8,"Yes",,,,,,,"Yes"
5419,,"Yes","Yes",,,,,,,,,"Yes",,5,38,,,,"Yes",,,"Yes",
5422,,,,,,,"Yes",,,,,"Yes",,3.1,34,,,,"Yes",,,"Yes",
5423,,,"Yes","Yes",,"Yes",,,,,,,"Yes",10.7,4,"Yes",,,,,,,"Yes"
5424,,"Yes",,"Yes",,,"Yes",,,"Yes",,"Yes","Yes",13.2,11,"Yes",,,,,,,"Yes"
5425,,,,"Yes",,,,"Yes",,,,,"Yes",7.9,10,"Yes",,,,,,,"Yes"
5427,,"Yes",,"Yes",,,,,,,,,"Yes",8.5,4,"Yes",,,,,,,"Yes"
5428,,,,,,"Yes",,,"Yes",,,,,8,6,"Yes",,,,,,,"Yes"
5429,"Yes",,,,,,,"Yes",,,,,,2.6,67,,,"Yes",,,"Yes",,
5430,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5431,,"Yes",,,,,"Yes",,,"Yes",,"Yes",,6.8,19,"Yes",,,,,,,"Yes"
5432,,,,,,,,,,"Yes",,"Yes",,3.3,37,,,,"Yes",,,"Yes",
5434,,"Yes","Yes",,,,,,"Yes","Yes","Yes",,,13.9,72,,"Yes",,,,,,"Yes"
5435,"Yes",,"Yes",,,,"Yes",,,"Yes",,,,5.3,66,,,"Yes",,,,"Yes",
5436,,,"Yes",,,,,,,,"Yes",,,5.3,72,,,"Yes",,,,"Yes",
5439,,,,,"Yes",,,,,,,,,2.2,69,,,"Yes",,,"Yes",,
5440,,,,"Yes",,,,,,,,,"Yes",6.4,2,"Yes",,,,,,,"Yes"
5441,,,"Yes",,"Yes",,"Yes",,"Yes",,"Yes",,,13.8,72,,"Yes",,,,,,"Yes"
5442,,,,,"Yes",,,,,,,,,2.2,62,,,"Yes",,,"Yes",,
5443,,,,,"Yes",,,"Yes",,,"Yes","Yes",,9.5,72,,"Yes",,,,,,"Yes"
5444,,,"Yes",,,,,,,,"Yes",,,5.3,72,,,"Yes",,,,"Yes",
5445,,"Yes","Yes",,"Yes",,"Yes","Yes",,"Yes",,,"Yes",15.1,13,"Yes",,,,,,,"Yes"
5446,,,,,"Yes","Yes","Yes",,,,,,,6.7,8,"Yes",,,,,,,"Yes"
5447,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5448,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5449,,,"Yes",,,,"Yes",,,,,,,2.6,72,,,"Yes",,,"Yes",,
5450,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5451,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5452,,,"Yes",,"Yes",,,,"Yes","Yes",,,"Yes",15,6,"Yes",,,,,,,"Yes"
5454,,,,,"Yes",,,,,,,,,2.2,68,,,"Yes",,,"Yes",,
5456,,,,"Yes",,,,,,,,,"Yes",6.4,23,"Yes",,,,,,,"Yes"
5457,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5458,,,,,"Yes",,,,"Yes",,,,,7.1,15,"Yes",,,,,,,"Yes"
5459,,"Yes",,,,,"Yes",,,,,,,3.5,34,,,,"Yes",,,"Yes",
5460,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5461,,,,,,,,,"Yes",,,,,4.9,38,,,,"Yes",,,"Yes",
5462,,,,"Yes",,"Yes",,,,"Yes",,,"Yes",11.1,19,"Yes",,,,,,,"Yes"
5464,,,,"Yes",,,"Yes",,,,,,,2.7,56,,,"Yes",,,"Yes",,
5465,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
5466,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5467,,,"Yes",,,,,"Yes",,,,,,2.7,59,,,"Yes",,,"Yes",,
5468,,,"Yes",,"Yes",,"Yes",,,,,,,4.8,44,,,,"Yes",,,"Yes",
5470,,,,"Yes","Yes",,,,,,,,,3.5,28,,,,"Yes",,,"Yes",
5471,,,,,"Yes",,,,"Yes",,,,,7.1,5,"Yes",,,,,,,"Yes"
5472,,"Yes","Yes",,"Yes","Yes",,,"Yes",,,,,13.5,13,"Yes",,,,,,,"Yes"
5474,,,,"Yes","Yes",,,"Yes","Yes",,"Yes",,"Yes",19.1,72,,"Yes",,,,,,"Yes"
5475,"Yes",,,,,,,"Yes",,,,,,2.6,72,,,"Yes",,,"Yes",,
5476,,,,,"Yes",,,,"Yes",,,,,7.1,20,"Yes",,,,,,,"Yes"
5477,,,"Yes","Yes",,,,"Yes",,,"Yes","Yes","Yes",14.9,72,,"Yes",,,,,,"Yes"
5478,,,"Yes",,"Yes",,,,"Yes",,,,,8.3,18,"Yes",,,,,,,"Yes"
5479,,,"Yes","Yes","Yes",,,,,,,,,4.7,33,,,,"Yes",,,"Yes",
5482,"Yes","Yes",,,,,,"Yes",,"Yes",,,,6.3,23,"Yes",,,,,,,"Yes"
5483,,,"Yes","Yes","Yes",,,,,"Yes",,,,6.3,6,"Yes",,,,,,,"Yes"
5484,,,,"Yes",,,,,,,"Yes",,,5.4,72,,,"Yes",,,,"Yes",
5486,,,"Yes","Yes",,,,,,,,,,2.5,74,,,"Yes",,,"Yes",,
5489,,"Yes","Yes",,,,,,,,,,,3.3,26,,,,"Yes",,,"Yes",
5490,,,,,,,,,,,"Yes",,,4.1,72,,,"Yes",,,,"Yes",
5491,,,"Yes","Yes","Yes",,,,"Yes",,,,"Yes",14.7,23,"Yes",,,,,,,"Yes"
5492,,,"Yes",,,,"Yes",,,"Yes",,,,4.2,51,,,,"Yes",,,"Yes",
5494,,"Yes",,"Yes",,,"Yes",,,,,,,4.8,51,,,,"Yes",,,"Yes",
5495,,"Yes",,,,,"Yes","Yes",,,,"Yes",,6.7,24,"Yes",,,,,,,"Yes"
5496,,"Yes",,,,,"Yes",,,,,,,3.5,39,,,,"Yes",,,"Yes",
5497,,,,,"Yes",,,,,"Yes",,,,3.8,37,,,,"Yes",,,"Yes",
5499,,,"Yes",,,,,,,"Yes",,,,2.8,46,,,,"Yes",,,"Yes",
5500,,,"Yes",,,"Yes",,"Yes",,"Yes","Yes",,,11.5,72,,"Yes",,,,,,"Yes"
5501,,,,"Yes",,,,,,,,"Yes","Yes",8.1,9,"Yes",,,,,,,"Yes"
5503,,,,,"Yes",,,,,"Yes",,"Yes",,5.5,70,,,"Yes",,,,"Yes",
5505,,"Yes",,"Yes",,,,,,"Yes",,,"Yes",10.1,13,"Yes",,,,,,,"Yes"
5506,,,,,"Yes",,"Yes",,,,,,,3.6,42,,,,"Yes",,,"Yes",
5507,,,,,,,,,"Yes",,,"Yes",,6.6,10,"Yes",,,,,,,"Yes"
5509,,,"Yes",,,"Yes",,"Yes",,,,,,5.8,61,,,"Yes",,,,"Yes",
5510,,,"Yes",,"Yes","Yes",,,,,,,,6.5,2,"Yes",,,,,,,"Yes"
5511,,,"Yes",,,,"Yes",,,,,,,2.6,70,,,"Yes",,,"Yes",,
5512,,,"Yes",,"Yes",,,,,,,,,3.4,41,,,,"Yes",,,"Yes",
5513,,,"Yes",,,,,,,,,,"Yes",6.3,5,"Yes",,,,,,,"Yes"
5515,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5516,,,,,,,,,,"Yes",,,,1.6,72,,,"Yes",,,"Yes",,
5517,,,,"Yes",,,,,,,,"Yes",,3,38,,,,"Yes",,,"Yes",
5518,"Yes",,"Yes","Yes",,,"Yes",,,,,,,5,49,,,,"Yes",,,"Yes",
5520,,,"Yes",,,,"Yes","Yes",,,,,,4.1,46,,,,"Yes",,,"Yes",
5521,,"Yes",,,,,,,,,,,,2.1,59,,,"Yes",,,"Yes",,
5522,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
5524,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
5525,,,,"Yes","Yes",,,,,,,,,3.5,31,,,,"Yes",,,"Yes",
5527,"Yes","Yes",,"Yes",,,,,,,,,,4.5,44,,,,"Yes",,,"Yes",
5528,,,"Yes","Yes",,,,,,,,,,2.5,56,,,"Yes",,,"Yes",,
5529,,,"Yes","Yes",,,,,,,,,,2.5,57,,,"Yes",,,"Yes",,
5530,,,"Yes","Yes",,,,"Yes",,"Yes",,,"Yes",10.7,3,"Yes",,,,,,,"Yes"
5531,,"Yes",,,,,,,,,,,,2.1,71,,,"Yes",,,"Yes",,
5532,,,,,"Yes",,,,,,,,,2.2,75,,,"Yes",,,"Yes",,
5533,"Yes",,,"Yes",,,,,,,,,,2.4,70,,,"Yes",,,"Yes",,
5534,,,,,"Yes","Yes",,"Yes",,,"Yes","Yes",,12.6,72,,"Yes",,,,,,"Yes"
5535,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5536,,"Yes",,,,,"Yes",,,,,"Yes","Yes",10.3,7,"Yes",,,,,,,"Yes"
5537,,"Yes","Yes",,,"Yes",,,,,,,,6.4,19,"Yes",,,,,,,"Yes"
5538,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5540,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5541,,,,,"Yes",,,,,,"Yes","Yes",,8,71,,"Yes",,,,,,"Yes"
5542,,,,"Yes",,,,"Yes",,"Yes",,,"Yes",9.5,4,"Yes",,,,,,,"Yes"
5543,,,,,,"Yes",,,,,,,"Yes",8.2,23,"Yes",,,,,,,"Yes"
5544,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5546,,,,,"Yes",,,,,,,,,2.2,73,,,"Yes",,,"Yes",,
5548,"Yes",,,"Yes",,"Yes",,,,"Yes",,,,7.1,4,"Yes",,,,,,,"Yes"
5549,,"Yes",,,,"Yes","Yes","Yes",,,,"Yes","Yes",14.9,9,"Yes",,,,,,,"Yes"
5550,,,"Yes","Yes",,,,,,,,,,2.5,62,,,"Yes",,,"Yes",,
5551,,"Yes","Yes","Yes",,,,"Yes",,"Yes","Yes",,,11.8,71,,"Yes",,,,,,"Yes"
5552,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5553,"Yes",,,"Yes","Yes",,,"Yes",,,,,"Yes",11.2,14,"Yes",,,,,,,"Yes"
5554,,,,,,,,,,,,,"Yes",5.1,58,,,"Yes",,,,"Yes",
5555,,,"Yes",,"Yes",,,"Yes",,"Yes",,,"Yes",11.6,6,"Yes",,,,,,,"Yes"
5557,,,,,,,,,"Yes",,"Yes",,,9,71,,"Yes",,,,,,"Yes"
5558,,,"Yes",,"Yes",,,,,,,,,3.4,48,,,,"Yes",,,"Yes",
5559,,,"Yes","Yes",,,,"Yes",,"Yes",,,"Yes",10.7,10,"Yes",,,,,,,"Yes"
5560,,,,,,,,,,,,"Yes",,1.7,76,,,"Yes",,,"Yes",,
5562,,"Yes",,,,,,"Yes",,,,,,3.6,48,,,,"Yes",,,"Yes",
5563,,,,,"Yes",,,,,,,,,2.2,64,,,"Yes",,,"Yes",,
5565,,,,,"Yes","Yes",,,,,,"Yes",,7,25,"Yes",,,,,,,"Yes"
5566,,,,,"Yes",,,,,,,,,2.2,58,,,"Yes",,,"Yes",,
5567,,,,,,,,,"Yes",,,,,4.9,43,,,,"Yes",,,"Yes",
5569,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5570,,,"Yes",,,,,,,,,,"Yes",6.3,20,"Yes",,,,,,,"Yes"
5571,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5572,,,"Yes",,,,"Yes",,"Yes",,,"Yes",,9.2,13,"Yes",,,,,,,"Yes"
5573,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5574,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
5577,,"Yes","Yes","Yes",,,,"Yes","Yes",,,,"Yes",16.1,26,"Yes",,,,,,,"Yes"
5579,,,"Yes",,,,"Yes",,,,,,,2.6,56,,,"Yes",,,"Yes",,
5580,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,8,"Yes",,,,,,,"Yes"
5581,,,,,,"Yes",,,,,,,,3.1,37,,,,"Yes",,,"Yes",
5582,,,,,"Yes",,,,"Yes","Yes",,"Yes",,10.4,4,"Yes",,,,,,,"Yes"
5583,,,"Yes","Yes","Yes",,,"Yes",,,,,,6.2,2,"Yes",,,,,,,"Yes"
5584,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
5585,,,"Yes","Yes",,,,,,,,,"Yes",7.6,3,"Yes",,,,,,,"Yes"
5586,"Yes",,,,"Yes",,,,,,,"Yes",,5,33,,,,"Yes",,,"Yes",
5587,,,,,,,,,,"Yes",,,,1.6,73,,,"Yes",,,"Yes",,
5588,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
5591,,,,,,,,,,"Yes",,,,1.6,66,,,"Yes",,,"Yes",,
5592,,"Yes","Yes",,,,,,"Yes",,,"Yes","Yes",15,25,"Yes",,,,,,,"Yes"
5593,,,,,"Yes",,"Yes",,,,,,,3.6,48,,,,"Yes",,,"Yes",
5594,,,"Yes",,,,,,,"Yes",,,,2.8,28,,,,"Yes",,,"Yes",
5595,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5596,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5598,,,"Yes",,,,"Yes",,,,,"Yes",,4.3,33,,,,"Yes",,,"Yes",
5602,,"Yes","Yes",,,"Yes",,,"Yes",,"Yes","Yes",,17.1,71,,"Yes",,,,,,"Yes"
5605,,,"Yes",,,,,,,"Yes",,,,2.8,49,,,,"Yes",,,"Yes",
5609,,,,,,,"Yes",,"Yes",,,,"Yes",11.4,16,"Yes",,,,,,,"Yes"
5610,,,,,,,,"Yes","Yes",,,,,6.4,25,"Yes",,,,,,,"Yes"
5611,,,"Yes",,,"Yes",,,"Yes","Yes",,,"Yes",15.9,12,"Yes",,,,,,,"Yes"
5612,,,"Yes",,"Yes",,"Yes",,,,,"Yes",,6.5,22,"Yes",,,,,,,"Yes"
5613,,,"Yes",,,"Yes",,,,,,,"Yes",9.4,1,"Yes",,,,,,,"Yes"
5614,,,,"Yes",,,"Yes","Yes",,,,,"Yes",9.3,8,"Yes",,,,,,,"Yes"
5615,"Yes",,,"Yes",,,,,,"Yes",,,,4,29,,,,"Yes",,,"Yes",
5618,,"Yes",,,,,,,,,,,,2.1,61,,,"Yes",,,"Yes",,
5619,,,"Yes",,,"Yes",,,,,,,,4.3,42,,,,"Yes",,,"Yes",
5620,,,"Yes",,"Yes",,,,,,,"Yes",,5.1,66,,,"Yes",,,,"Yes",
5621,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5622,"Yes",,"Yes","Yes",,,,,,"Yes",,,,5.2,61,,,"Yes",,,,"Yes",
5623,,,"Yes","Yes",,,,,,"Yes",,"Yes",,5.8,68,,,"Yes",,,,"Yes",
5624,,,,"Yes",,,,,,,,,"Yes",6.4,2,"Yes",,,,,,,"Yes"
5625,,,,"Yes",,,,,,,,"Yes",,3,32,,,,"Yes",,,"Yes",
5627,,,"Yes",,"Yes",,,,,,,,,3.4,46,,,,"Yes",,,"Yes",
5628,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5629,"Yes","Yes",,,,,"Yes",,,,,"Yes",,6.3,2,"Yes",,,,,,,"Yes"
5630,,,,,,"Yes",,,,,,,,3.1,41,,,,"Yes",,,"Yes",
5631,,,"Yes",,,,"Yes",,,,,,,2.6,61,,,"Yes",,,"Yes",,
5634,"Yes","Yes","Yes","Yes","Yes",,,,,,,,,7.9,24,"Yes",,,,,,,"Yes"
5635,,,"Yes","Yes","Yes","Yes",,,"Yes",,,"Yes","Yes",19.5,26,"Yes",,,,,,,"Yes"
5636,,,"Yes",,"Yes",,,,,,,,,3.4,40,,,,"Yes",,,"Yes",
5637,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5638,,,,,"Yes",,,,,,,,,2.2,54,,,"Yes",,,"Yes",,
5639,,,"Yes",,,,,,,"Yes",,,,2.8,35,,,,"Yes",,,"Yes",
5640,,,"Yes",,,,,,,"Yes",,,"Yes",7.9,8,"Yes",,,,,,,"Yes"
5641,"Yes",,"Yes","Yes",,,,,,"Yes",,,,5.2,67,,,"Yes",,,,"Yes",
5642,"Yes","Yes","Yes",,,,,"Yes",,,,,"Yes",11,20,"Yes",,,,,,,"Yes"
5643,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5644,,,,"Yes",,,,,,,,,"Yes",6.4,1,"Yes",,,,,,,"Yes"
5645,"Yes",,,"Yes",,,"Yes",,,,,,,3.8,27,,,,"Yes",,,"Yes",
5646,,,,"Yes",,,,,,"Yes",,,,2.9,50,,,,"Yes",,,"Yes",
5647,"Yes",,,"Yes",,,,"Yes",,,,,,3.9,38,,,,"Yes",,,"Yes",
5648,,,,"Yes",,,,,"Yes","Yes",,,,7.8,18,"Yes",,,,,,,"Yes"
5649,,,,,"Yes",,,,,,,,,2.2,60,,,"Yes",,,"Yes",,
5650,,,"Yes","Yes","Yes",,,"Yes",,,,,,6.2,14,"Yes",,,,,,,"Yes"
5651,,,,"Yes","Yes","Yes",,,,,,,,6.6,8,"Yes",,,,,,,"Yes"
5652,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
5653,,,,,"Yes",,,,,,,,,2.2,60,,,"Yes",,,"Yes",,
5655,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
5656,,,,,,,,,,,,"Yes",,1.7,55,,,"Yes",,,"Yes",,
5657,,,,"Yes","Yes",,,,,,"Yes",,,7.6,71,,"Yes",,,,,,"Yes"
5658,,,,,"Yes",,,,,,,,,2.2,74,,,"Yes",,,"Yes",,
5659,,,,,"Yes",,,,,,,,,2.2,70,,,"Yes",,,"Yes",,
5660,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5661,,"Yes",,"Yes",,,,,,,,,"Yes",8.5,8,"Yes",,,,,,,"Yes"
5662,,,,,,,,,,,,"Yes",,1.7,74,,,"Yes",,,"Yes",,
5663,,,"Yes","Yes",,,"Yes",,,"Yes",,,,5.5,53,,,"Yes",,,,"Yes",
5664,,,,,"Yes",,"Yes",,"Yes",,"Yes",,,12.6,71,,"Yes",,,,,,"Yes"
5665,,,"Yes",,,,,,,,,,"Yes",6.3,17,"Yes",,,,,,,"Yes"
5668,,,"Yes","Yes",,,,,,"Yes",,,,4.1,43,,,,"Yes",,,"Yes",
5669,,,"Yes","Yes",,,,,,,,,,2.5,57,,,"Yes",,,"Yes",,
5670,,"Yes",,"Yes","Yes",,,,"Yes",,,"Yes",,12.2,9,"Yes",,,,,,,"Yes"
5671,,,"Yes",,,,,,,,,"Yes",,2.9,37,,,,"Yes",,,"Yes",
5672,"Yes",,"Yes","Yes","Yes","Yes",,,"Yes",,,,,13.8,6,"Yes",,,,,,,"Yes"
5673,,,"Yes","Yes",,,"Yes",,,,,,,3.9,36,,,,"Yes",,,"Yes",
5675,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5676,,,,,,,,,,,,"Yes",,1.7,75,,,"Yes",,,"Yes",,
5677,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5678,,"Yes","Yes",,,,,"Yes","Yes","Yes",,,,11.3,19,"Yes",,,,,,,"Yes"
5679,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5680,,,,,,,,,,,,"Yes",,1.7,74,,,"Yes",,,"Yes",,
5682,,,,,,,,,,"Yes",,"Yes",,3.3,33,,,,"Yes",,,"Yes",
5683,,,"Yes","Yes",,,,,,,,,,2.5,75,,,"Yes",,,"Yes",,
5684,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
5685,,,"Yes","Yes",,,,"Yes",,,"Yes",,"Yes",13.2,71,,"Yes",,,,,,"Yes"
5686,,,"Yes",,,,,,,"Yes",,,,2.8,45,,,,"Yes",,,"Yes",
5687,,,,,,"Yes",,,,,,"Yes",,4.8,34,,,,"Yes",,,"Yes",
5688,,"Yes","Yes",,,,,"Yes","Yes","Yes",,,"Yes",16.4,26,"Yes",,,,,,,"Yes"
5689,,,,"Yes",,"Yes",,,,,,"Yes",,6.1,6,"Yes",,,,,,,"Yes"
5691,,,"Yes",,,,,,,,"Yes",,,5.3,71,,,"Yes",,,,"Yes",
5692,,,"Yes","Yes",,,,,,,,,"Yes",7.6,10,"Yes",,,,,,,"Yes"
5693,,,,,"Yes",,,,,,,,,2.2,67,,,"Yes",,,"Yes",,
5694,,,,"Yes",,,,,,,,,"Yes",6.4,2,"Yes",,,,,,,"Yes"
5695,,,,,"Yes",,"Yes",,,,,"Yes",,5.3,56,,,"Yes",,,,"Yes",
5696,,,,,,,,,,,,,"Yes",5.1,74,,,"Yes",,,,"Yes",
5697,,,"Yes",,,,,,,,,,,1.2,4,,,,,"Yes","Yes",,
5698,,,"Yes",,"Yes",,,,,"Yes",,,,5,46,,,,"Yes",,,"Yes",
5699,"Yes","Yes",,"Yes",,,,,,"Yes",,"Yes","Yes",12.9,16,"Yes",,,,,,,"Yes"
